Id,Label,nome,attribute,categoria,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
050c,Antonio Lotti,Antonio Lotti,3,Compositore,179,8,0.295594,0.323709,67.44217,0.035604
051c,Antonio Machin,Antonio Machin,2,Compositore attivo,13,1,1,1,0,0.000222
052c,Antonio Sacchini,Antonio Sacchini,1,Compositore,179,8,0.297964,0.325512,0,0.030893
053c,Antonio Salieri,Antonio Salieri,2,Compositore,179,7,0.328795,0.363859,197.118923,0.086981
054c,Antonio Soler,Antonio Soler,1,Compositore,179,7,0.299535,0.323064,0.834402,0.034387
055c,Antonio Veretti,Antonio Veretti,2,Compositore attivo,179,7,0.309715,0.341672,69.372136,0.055576
056c,Antonio Vivaldi,Antonio Vivaldi,74,Compositore,179,6,0.407423,0.472352,83315.394727,0.607013
057c,Aram Khachaturian,Aram Khachaturian,4,Compositore attivo,179,7,0.336,0.372788,204.31586,0.105743
058c,Arcangelo Corelli,Arcangelo Corelli,14,Compositore,179,7,0.371182,0.417612,5724.331258,0.304026
059c,Aristide Bruant,Aristide Bruant,10,Compositore,273,7,0.259085,0.269118,1496.069039,0.003175
060c,Armando Gentilucci,Armando Gentilucci,1,Compositore attivo,12,7,0.302916,0.330239,0,0.024369
061c,Armando Gill,Armando Gill,5,Compositore,64,10,0.149351,0.153699,0,0.001493
062c,Armin Schibler,Armin Schibler,1,Compositore attivo,179,8,0.299303,0.325598,0,0.023747
063c,Arnold Schoenberg,Arnold Schoenberg,22,Compositore,179,7,0.368562,0.413816,6493.720973,0.259987
064c,Arrigo Boito,Arrigo Boito,9,Compositore,179,7,0.328404,0.363273,50.511296,0.059709
065c,Arthur Honegger,Arthur Honegger,5,Compositore,179,7,0.351145,0.394359,833.669443,0.182782
066c,Augusto Martelli,Augusto Martelli,1,Compositore attivo,160,8,0.257841,0.276774,0,0.004775
067c,Aurelio Maggioni,Aurelio Maggioni,1,Compositore attivo,179,7,0.306521,0.332959,0,0.031508
068c,Baldassarre Galuppi,Baldassarre Galuppi,6,Compositore,179,7,0.339901,0.379681,860.968575,0.136076
069c,Bartolomeo Tromboncino,Bartolomeo Tromboncino,1,Compositore,51,7,0.300093,0.324888,0,0.035513
070c,Basso,Basso,54,Compositore attivo,290,10,0.156096,0.161277,0,0.000356
071c,Bedrich Smetana,Bedrich Smetana,10,Compositore,179,7,0.338769,0.375902,168.781065,0.100966
072c,Bela Bartok,Bela Bartok,43,Compositore,179,7,0.385091,0.442465,23091.763088,0.477264
073c,Benedetto Marcello,Benedetto Marcello,5,Compositore,179,7,0.336703,0.37984,1090.473523,0.136934
074c,Benjamin Britten,Benjamin Britten,18,Compositore attivo,179,7,0.373478,0.420648,9036.431642,0.272862
075c,Bernard Kops,Bernard Kops,41,Compositore attivo,286,8,0.213033,0.219973,0,0.001296
076c,Berto Pisano,Berto Pisano,87,Compositore attivo,290,9,0.198868,0.206323,0,0.001347
077c,Bohuslav Martinu,Bohuslav Martinu,6,Compositore,179,7,0.337526,0.382458,335.061762,0.151402
078c,Bruno Bettinelli,Bruno Bettinelli,18,Compositore attivo,179,7,0.378082,0.425531,6280.291743,0.32608
079c,Bruno Lauzi,Bruno Lauzi,35,Compositore attivo,227,1,1,1,0.666667,0.001368
080c,Bruno Maderna,Bruno Maderna,4,Compositore attivo,179,7,0.317293,0.345653,571.58196,0.064054
081c,Bruno Martino,Bruno Martino,18,Compositore attivo,24,1,1,1,0,0.000222
082c,Camille Saint-Saens,Camille Saint-Saens,9,Compositore,179,7,0.358442,0.399522,1785.512192,0.187294
083c,Camillo Togni,Camillo Togni,1,Compositore attivo,179,8,0.282828,0.305533,111.503863,0.015712
084c,Carl Maria von Weber,Carl Maria von Weber,7,Compositore,179,7,0.349367,0.392172,2371.324168,0.153018
085c,Carl Nielsen,Carl Nielsen,2,Compositore,179,7,0.290308,0.313242,901.59006,0.02582
086c,Carl Orff,Carl Orff,1,Compositore attivo,179,7,0.300233,0.323797,0,0.033092
087c,Carl Philipp Emanuel Bach,Carl Philipp Emanuel Bach,3,Compositore,179,7,0.342918,0.382404,777.210811,0.129397
088c,Carl Ruggles,Carl Ruggles,3,Compositore attivo,179,7,0.296001,0.321615,0,0.022934
089c,Carl Stamitz,Carl Stamitz,1,Compositore,179,7,0.320186,0.355802,0,0.05665
090c,Carlo Chavez,Carlo Chavez,1,Compositore attivo,179,8,0.312318,0.346716,0,0.051587
091c,Carlo Lombardo,Carlo Lombardo,37,Compositore,64,8,0.227241,0.239889,4279.186611,0.004325
092c,Carlo Maria Pensa,Carlo Maria Pensa,52,Compositore attivo,299,0,0,0,0,0
093c,Carlo Piazzi,Carlo Piazzi,1,Compositore,179,7,0.308134,0.335557,0,0.026456
094c,Carlo Sini,Carlo Sini,111,Compositore attivo,145,7,0.264621,0.278054,8607.639312,0.00494
095c,Carlos Guastavino,Carlos Guastavino,1,Compositore attivo,179,8,0.294512,0.321449,0,0.030868
096c,Cesar Franck,Cesar Franck,23,Compositore,179,7,0.358242,0.406673,9159.615479,0.24191
097c,Cesare Andrea Bixio,Cesare Andrea Bixio,5,Compositore attivo,257,7,0.282291,0.295165,6567.71871,0.00619
098c,Charles Aznavour,Charles Aznavour,3,Compositore attivo,68,7,0.241229,0.248357,0,0.001225
099c,Charles Gounod,Charles Gounod,15,Compositore,179,7,0.329131,0.368751,2068.956751,0.088145
100c,Charles Ives,Charles Ives,3,Compositore,179,7,0.296001,0.321615,0,0.022934
101c,Charles Trenet,Charles Trenet,4,Compositore attivo,33,1,1,1,0,0.000222
102c,Charlie Parker,Charlie Parker,3,Compositore,287,7,0.336938,0.362029,3379.444687,0.052171
103c,Christian Petzold,Christian Petzold,1,Compositore,179,7,0.297277,0.322572,0,0.026534
104c,Christoph Willibald Gluck,Christoph Willibald Gluck,24,Compositore,179,7,0.354235,0.398561,1408.137027,0.179513
105c,Claude Debussy,Claude Debussy,73,Compositore,179,7,0.387718,0.450876,45684.638186,0.522202
106c,Claude Lochy,Claude Lochy,2,Compositore attivo,300,0,0,0,0,0
107c,Claudio Merulo,Claudio Merulo,5,Compositore,51,7,0.313128,0.348827,1347.363642,0.073994
108c,Claudio Monteverdi,Claudio Monteverdi,15,Compositore,51,7,0.349557,0.401873,25695.171655,0.183213
109c,Claudio Villa,Claudio Villa,1,Compositore attivo,92,8,0.216011,0.223956,0,0.000653
110c,Cole Porter,Cole Porter,4,Compositore attivo,257,8,0.236128,0.245998,0,0.002794
111c,Cosimo Di Ceglie,Cosimo Di Ceglie,64,Compositore attivo,301,0,0,0,0,0
112c,Couperin le Grand,Couperin le Grand,1,Compositore,51,7,0.298563,0.323904,0,0.019841
114c,Daniel Lesur,Daniel Lesur,1,Compositore attivo,179,8,0.311613,0.345,0.559132,0.052519
115c,Darius Milhaud,Darius Milhaud,13,Compositore attivo,179,7,0.368984,0.415861,4288.666124,0.299232
116c,David Diamond,David Diamond,1,Compositore attivo,179,8,0.300935,0.32848,3.94046,0.035774
117c,Davide Anzaghi,Davide Anzaghi,1,Compositore attivo,179,8,0.288574,0.310873,1.526699,0.024824
118c,Dimitri Kabalevsky,Dimitri Kabalevsky,7,Compositore attivo,179,7,0.29057,0.312759,0,0.01628
119c,Dimitri Shostakovich,Dimitri Shostakovich,14,Compositore attivo,179,7,0.373189,0.421507,6265.530634,0.300976
120c,Domenico Cimarosa,Domenico Cimarosa,15,Compositore,179,7,0.363705,0.411047,3407.26987,0.203948
121c,Domenico Guaccero,Domenico Guaccero,1,Compositore attivo,179,7,0.273771,0.290362,0,0.007874
122c,Domenico Modugno,Domenico Modugno,84,Compositore attivo,49,6,0.328348,0.350587,15917.334609,0.031493
123c,Domenico Scarlatti,Domenico Scarlatti,13,Compositore,179,7,0.359308,0.408088,3868.086831,0.221496
124c,Domenico Zipoli,Domenico Zipoli,1,Compositore,179,7,0.302869,0.332893,0,0.035941
125c,Don Gillis,Don Gillis,2,Compositore attivo,7,7,0.286732,0.306458,0,0.011875
126c,don Giuseppe Biella,don Giuseppe Biella,34,Compositore attivo,273,7,0.278788,0.293316,0,0.008042
127c,Due Corsari,Due Corsari,1,Compositore attivo,92,7,0.243663,0.257455,1.533608,0.007396
128c,Duke Ellington,Duke Ellington,30,Compositore attivo,92,7,0.273151,0.284757,0,0.003827
129c,E. A. Mario,E. A. Mario,5,Compositore,64,10,0.149351,0.153699,0,0.001493
130c,Edgar Varese,Edgar Varese,2,Compositore attivo,179,7,0.314914,0.349277,170.380341,0.064782
131c,Edoardo Farina,Edoardo Farina,2,Compositore attivo,179,7,0.292727,0.315804,3860,0.023721
132c,Eduard Tubin,Eduard Tubin,1,Compositore attivo,179,8,0.249516,0.26675,0,0.002756
133c,Edvard Grieg,Edvard Grieg,5,Compositore,179,7,0.339543,0.377758,4354.977767,0.129102
134c,Edward Alexander MacDowell,Edward Alexander MacDowell,6,Compositore,179,7,0.317763,0.351549,2743.75502,0.068211
135c,Emilio Schieppati,Emilio Schieppati,1,Compositore,179,8,0.304204,0.334699,0,0.038541
136c,Emmanuel Chabrier,Emmanuel Chabrier,12,Compositore,179,7,0.317554,0.355478,237.046491,0.058529
137c,Emmerich K�lm�n,Emmerich K�lm�n,4,Compositore,64,9,0.179821,0.18552,0,0.000823
138c,Engelbert Humperdinck,Engelbert Humperdinck,9,Compositore attivo,179,7,0.304828,0.335124,113.350463,0.032221
139c,Ennio Morricone,Ennio Morricone,17,Compositore attivo,68,8,0.221763,0.228623,0,0.000552
140c,Ennio Porrino,Ennio Porrino,2,Compositore,179,8,0.324979,0.364513,122.077513,0.086963
141c,Enrico Intra,Enrico Intra,11,Compositore attivo,92,7,0.271577,0.289946,2941.591756,0.014032
142c,Enrico Mainardi,Enrico Mainardi,1,Compositore attivo,179,8,0.29801,0.323528,0,0.021178
143c,Enrique Granados,Enrique Granados,2,Compositore,179,7,0.320398,0.351411,68.067233,0.063674
144c,Eraldo Volont�,Eraldo Volont�,1,Compositore attivo,302,0,0,0,0,0
145c,Erik Satie,Erik Satie,5,Compositore,68,6,0.332016,0.350457,5248.199441,0.041949
146c,Ermanno Wolf-Ferrari,Ermanno Wolf-Ferrari,4,Compositore,179,7,0.325307,0.358417,320.48985,0.068954
147c,Ernest Bloch,Ernest Bloch,7,Compositore,179,7,0.338591,0.381941,432.859261,0.123217
148c,Ernesto Halffter,Ernesto Halffter,5,Compositore attivo,179,7,0.313993,0.349142,247.646066,0.056578
149c,Ernst K?enek,Ernst K?enek,1,Compositore attivo,179,7,0.323347,0.351575,0,0.047986
150c,Esposito,Esposito,18,Compositore attivo,290,9,0.184916,0.194451,0,0.002514
151c,Ettore Bonelli,Ettore Bonelli,1,Compositore attivo,179,8,0.315274,0.34902,0,0.056665
152c,Ettore Desderi,Ettore Desderi,1,Compositore attivo,179,8,0.296001,0.322105,0,0.029821
153c,Ettore Schinelli,Ettore Schinelli,16,Compositore,61,9,0.180493,0.186726,63.459183,0.000978
154c,Evaristo Felice Dall'Abaco,Evaristo Felice Dall'Abaco,1,Compositore,179,7,0.315789,0.341905,1.229238,0.046529
155c,Fats Domino,Fats Domino,2,Compositore attivo,65,1,1,1,0,0.000222
156c,Federico Garcia Lorca,Federico Garcia Lorca,2,Compositore,273,8,0.206631,0.212467,0,0.000904
157c,Federico Ghedini,Federico Ghedini,1,Compositore attivo,179,8,0.307594,0.334234,0,0.050239
158c,Federico Mompellio,Federico Mompellio,1,Compositore attivo,179,8,0.309715,0.342075,0,0.037346
159c,Federico Mompou,Federico Mompou,1,Compositore attivo,179,8,0.299396,0.330602,0,0.033193
160c,Federico Moreno Torroba,Federico Moreno Torroba,1,Compositore attivo,179,8,0.292683,0.3205,0,0.02044
161c,Felice Lattuada,Felice Lattuada,2,Compositore,179,9,0.209385,0.218136,0,0.000333
162c,Felice Musazzi,Felice Musazzi,144,Compositore attivo,308,2,0.6,0.666667,0,0.000251
163c,Felice Quaranta,Felice Quaranta,2,Compositore attivo,179,7,0.316255,0.34813,1603.148002,0.054868
164c,Felix Mendellsohn,Felix Mendellsohn,33,Compositore,179,6,0.40108,0.450621,29390.762098,0.472352
165c,Ferdinand Ries,Ferdinand Ries,1,Compositore,179,7,0.315789,0.348519,0,0.054388
166c,Fernando Liuzzi,Fernando Liuzzi,1,Compositore,179,7,0.307008,0.336761,0,0.042761
167c,Ferruccio Busoni,Ferruccio Busoni,24,Compositore,179,7,0.372757,0.418509,3755.986186,0.303156
168c,Filippo Crivelli,Filippo Crivelli,17,Compositore attivo,273,8,0.247915,0.258299,0,0.002833
169c,Fiorenzo Carpi,Fiorenzo Carpi,926,Compositore attivo,68,6,0.368984,0.3995,98067.935508,0.078392
170c,Flavio Testi,Flavio Testi,3,Compositore attivo,179,6,0.347295,0.378718,296.783393,0.103957
171c,Francesco Antonio Bonporti,Francesco Antonio Bonporti,4,Compositore,179,7,0.329749,0.362462,65.234773,0.082988
172c,Francesco Cavalli,Francesco Cavalli,4,Compositore,51,8,0.306569,0.337602,2020.143501,0.046567
173c,Francesco Cilea,Francesco Cilea,12,Compositore,179,7,0.318549,0.345221,35.65946,0.035712
174c,Francesco D'Anzi,Francesco D'Anzi,55,Compositore attivo,64,8,0.246901,0.257675,1205.95512,0.002879
175c,Francesco Durante,Francesco Durante,3,Compositore,179,7,0.321518,0.356712,418.480699,0.084096
176c,Francesco Geminiani,Francesco Geminiani,1,Compositore,179,7,0.314761,0.345572,0,0.056086
177c,Francesco Landini,Francesco Landini,1,Compositore,51,8,0.27451,0.294775,0,0.021794
178c,Francesco Mander,Francesco Mander,1,Compositore attivo,179,7,0.279554,0.298393,0,0.013291
179c,Francesco Manfredini,Francesco Manfredini,1,Compositore,179,7,0.323185,0.3549,0,0.062024
180c,Francesco Maria Veracini,Francesco Maria Veracini,1,Compositore,179,8,0.283617,0.308386,0,0.026235
181c,Francesco Paolo Neglia,Francesco Paolo Neglia,1,Compositore,179,8,0.226495,0.237137,0,0.000938
182c,Francesco Paolo Tosti,Francesco Paolo Tosti,2,Compositore,273,8,0.206631,0.212467,0,0.000904
183c,Francesco Saverio Geminiani,Francesco Saverio Geminiani,3,Compositore,179,7,0.329805,0.367624,59.188701,0.085019
184c,Francesco Turini,Francesco Turini,1,Compositore,179,8,0.280366,0.301743,0,0.013919
185c,Franchino Gaffurio,Franchino Gaffurio,4,Compositore,51,7,0.300888,0.328563,250.301367,0.051345
186c,Francis Poulanc,Francis Poulanc,11,Compositore attivo,179,7,0.358974,0.40619,2137.085389,0.265823
188c,Franco Belli,Franco Belli,1,Compositore attivo,92,7,0.28525,0.298127,0,0.006714
189c,Franco Cerri,Franco Cerri,1,Compositore attivo,92,8,0.217788,0.228014,109.588292,0.00182
190c,Franco Donatoni,Franco Donatoni,6,Compositore attivo,179,7,0.342735,0.381083,1843.459574,0.142337
191c,Franco Mannino,Franco Mannino,1,Compositore attivo,179,7,0.312268,0.340809,6.551259,0.041866
192c,Franco Margola,Franco Margola,4,Compositore attivo,303,0,0,0,0,0
193c,Franco Nebbia,Franco Nebbia,86,Compositore attivo,287,6,0.327735,0.352786,11042.18442,0.038754
194c,Franco Pisano,Franco Pisano,27,Compositore attivo,290,9,0.186397,0.194992,0,0.001013
195c,Franco Verganti,Franco Verganti,1,Compositore attivo,179,8,0.294467,0.32119,0,0.030063
196c,Francois Couperin,Francois Couperin,6,Compositore,179,7,0.338532,0.377692,2620.238266,0.12445
197c,Frank Martin,Frank Martin,5,Compositore attivo,179,7,0.351592,0.392698,1250.783922,0.205567
198c,Franz Lehar,Franz Lehar,56,Compositore,64,7,0.269081,0.284399,15091.268653,0.007939
199c,Franz Liszt,Franz Liszt,27,Compositore,179,6,0.380315,0.425949,10752.154383,0.33408
200c,Franz Schubert,Franz Schubert,73,Compositore,179,7,0.404015,0.468889,64742.890077,0.643549
201c,Franz Tischhauser,Franz Tischhauser,1,Compositore attivo,179,8,0.298563,0.323304,0,0.022883
202c,Fred Buscaglione,Fred Buscaglione,2,Compositore attivo,92,9,0.202219,0.210623,3.489178,0.000896
203c,Freddie Redd,Freddie Redd,3,Compositore attivo,271,1,1,1,0,0.001437
204c,Fr�d�ric Chopin,Fr�d�ric Chopin,81,Compositore,179,7,0.386014,0.446002,28848.848746,0.49542
205c,Frederic Rzewski,Frederic Rzewski,1,Compositore attivo,76,1,1,1,0,0.000222
206c,Friederich Haendel,Friederich Haendel,2,Compositore,179,7,0.295956,0.323729,0,0.022137
207c,Fritz Buechtger,Fritz Buechtger,1,Compositore attivo,179,8,0.292461,0.319724,0,0.018044
208c,Fritz Kreisler,Fritz Kreisler,2,Compositore,179,7,0.312066,0.3447,77.374941,0.057923
209c,Gabriel Faur�,Gabriel Faur�,8,Compositore,179,7,0.355932,0.401213,1364.709697,0.203439
210c,Gabriele Bianchi,Gabriele Bianchi,2,Compositore attivo,179,7,0.316462,0.350574,0.5625,0.056603
211c,Gaetano Brunetti,Gaetano Brunetti,2,Compositore,179,7,0.312369,0.343811,111.677459,0.061126
212c,Gaetano Donizetti,Gaetano Donizetti,61,Compositore,179,7,0.359041,0.403076,11736.764487,0.18775
213c,Gaetano Pugnani,Gaetano Pugnani,2,Compositore,179,7,0.315583,0.347421,171.617072,0.053155
214c,Gaspar San,Gaspar San,1,Compositore,179,8,0.293483,0.322225,0,0.026434
215c,Gastone Tassinari,Gastone Tassinari,1,Compositore attivo,179,8,0.242257,0.253409,0,0.001249
216c,Gedeon Partos,Gedeon Partos,1,Compositore attivo,179,7,0.292152,0.314231,0,0.028237
217c,Georg Friederich Haendel,Georg Friederich Haendel,43,Compositore,179,6,0.40158,0.457367,51622.643351,0.487008
218c,Georg Philipp Telemann,Georg Philipp Telemann,3,Compositore,179,7,0.331446,0.371802,367.449929,0.09763
219c,George Frederick Pinto,George Frederick Pinto,1,Compositore,12,7,0.302916,0.330239,0,0.024369
220c,George Gerschwin,George Gerschwin,39,Compositore,92,6,0.375656,0.406789,74703.920844,0.142595
221c,George Walker,George Walker,1,Compositore attivo,179,8,0.241048,0.255389,0,0.001157
222c,Georges Bizet,Georges Bizet,39,Compositore,179,7,0.349304,0.389282,994.130969,0.153415
223c,Ghirardello da Firenze,Ghirardello da Firenze,1,Compositore,51,8,0.27451,0.294775,0,0.021794
225c,Giacomo Antonio Perti,Giacomo Antonio Perti,2,Compositore,179,8,0.298194,0.324365,1980.937506,0.02723
226c,Giacomo Carissimi,Giacomo Carissimi,7,Compositore,179,7,0.326406,0.363112,1524.318631,0.101706
227c,Giacomo Manzoni,Giacomo Manzoni,1,Compositore,51,8,0.264875,0.282155,0,0.006901
228c,Giacomo Meyerbeer,Giacomo Meyerbeer,6,Compositore,179,7,0.324651,0.349975,3603.601976,0.042024
229c,Giacomo Puccini,Giacomo Puccini,136,Compositore,179,7,0.354951,0.400812,46682.032644,0.151861
230c,Giambattista Sammartini,Giambattista Sammartini,1,Compositore,51,8,0.264658,0.281832,0,0.010106
231c,Gian Francesco Malipiero,Gian Francesco Malipiero,26,Compositore attivo,179,7,0.377639,0.425497,8531.44248,0.334833
232c,Gian Mario Martini,Gian Mario Martini,1,Compositore attivo,179,8,0.296683,0.322691,0,0.024294
233c,Giancarlo Chiaramello,Giancarlo Chiaramello,1,Compositore attivo,179,8,0.312925,0.349787,0,0.065528
234c,Giancarlo Menotti,Giancarlo Menotti,7,Compositore attivo,179,7,0.320557,0.35419,107.598215,0.056786
235c,Gianfranco Giachetti,Gianfranco Giachetti,1,Compositore,179,8,0.285883,0.3085,0,0.018068
236c,Gianfranco Maselli,Gianfranco Maselli,1,Compositore attivo,179,7,0.274237,0.291612,1.404167,0.009825
237c,Gianni Ramons,Gianni Ramons,2,Compositore,179,7,0.325856,0.361703,117.01175,0.084928
239c,Gigi Cichellero,Gigi Cichellero,26,Compositore attivo,61,8,0.20934,0.217693,0.5,0.002615
240c,Gilbert Becaud,Gilbert Becaud,3,Compositore attivo,68,7,0.241229,0.248357,0,0.001225
241c,Gino Contilli,Gino Contilli,1,Compositore attivo,179,6,0.314914,0.331177,7166.587438,0.025207
242c,Gino Gandolfi,Gino Gandolfi,1,Compositore attivo,179,9,0.239762,0.254259,0,0.0013
243c,Gino Gorini,Gino Gorini,1,Compositore attivo,179,8,0.301357,0.32848,0,0.031457
244c,Gino Marinuzzi jr.,Gino Marinuzzi jr.,9,Compositore attivo,68,6,0.302916,0.317038,183.539504,0.010832
245c,Gino Negri,Gino Negri,381,Compositore attivo,273,6,0.348611,0.376027,141658.064581,0.052388
246c,Gino Paoli,Gino Paoli,5,Compositore attivo,257,7,0.276553,0.298599,10602.924247,0.019153
247c,Gino Tagliapietra,Gino Tagliapietra,1,Compositore,179,8,0.278868,0.300409,0.410256,0.01309
248c,Gioacchino Rossini,Gioacchino Rossini,70,Compositore,179,7,0.376976,0.434387,38753.930617,0.321718
249c,Giorgio Cambissa,Giorgio Cambissa,3,Compositore attivo,179,7,0.335942,0.371632,160.933379,0.086317
250c,Giorgio Federico Ghedini,Giorgio Federico Ghedini,34,Compositore attivo,179,7,0.391172,0.447003,22472.393388,0.49105
251c,Giorgio Ferrari,Giorgio Ferrari,2,Compositore attivo,179,7,0.322054,0.355745,190.300359,0.078661
252c,Giorgio Gaber,Giorgio Gaber,19,Compositore attivo,92,6,0.308972,0.33084,16768.350901,0.024745
253c,Giorgio Gaslini,Giorgio Gaslini,3,Compositore attivo,179,7,0.348296,0.378532,5784.76454,0.087784
254c,Giorgio Giulini,Giorgio Giulini,1,Compositore,179,8,0.297643,0.323191,0,0.025316
255c,Giovanni Andrea Fioroni,Giovanni Andrea Fioroni,1,Compositore,179,8,0.30131,0.324743,0,0.021235
256c,Giovanni Battista Bassani,Giovanni Battista Bassani,1,Compositore,179,8,0.317502,0.352272,0,0.063336
257c,Giovanni Battista Ignazio Grazioli,Giovanni Battista Ignazio Grazioli,1,Compositore,179,8,0.306618,0.338116,0,0.050966
258c,Giovanni Battista Lampugnani,Giovanni Battista Lampugnani,2,Compositore,179,7,0.316618,0.348562,67.224068,0.054193
259c,Giovanni Battista Martini,Giovanni Battista Martini,1,Compositore,179,8,0.303678,0.332293,0,0.034403
260c,Giovanni Battista Pergolesi,Giovanni Battista Pergolesi,20,Compositore,179,7,0.356589,0.406325,3797.154125,0.226909
261c,Giovanni Battista Sammartini,Giovanni Battista Sammartini,9,Compositore,179,7,0.34943,0.396938,4164.436615,0.18045
262c,Giovanni Battista Viotti,Giovanni Battista Viotti,5,Compositore,179,7,0.345741,0.389929,547.159305,0.154225
263c,Giovanni Croce,Giovanni Croce,1,Compositore,51,8,0.274549,0.296643,0,0.011272
264c,Giovanni D'Anzi,Giovanni D'Anzi,82,Compositore attivo,290,9,0.178591,0.185581,0,0.000811
265c,Giovanni Francesco Malipiero,Giovanni Francesco Malipiero,1,Compositore attivo,179,8,0.295368,0.321164,0,0.021302
266c,Giovanni Fusco,Giovanni Fusco,12,Compositore attivo,68,7,0.291315,0.305164,0,0.009612
267c,Giovanni Gabrieli,Giovanni Gabrieli,14,Compositore,51,7,0.361933,0.413052,15879.889753,0.203375
268c,Giovanni Giacomo Gastoldi,Giovanni Giacomo Gastoldi,1,Compositore,51,7,0.297918,0.322274,10.852624,0.03489
269c,Giovanni Marco Rutini,Giovanni Marco Rutini,1,Compositore,179,8,0.288574,0.310873,1.526699,0.024824
270c,Giovanni Paisiello,Giovanni Paisiello,12,Compositore,179,7,0.340741,0.383959,757.131853,0.130982
271c,Giovanni Ugolini,Giovanni Ugolini,1,Compositore attivo,179,8,0.226495,0.237137,0,0.000938
272c,Girolamo Frescobaldi,Girolamo Frescobaldi,19,Compositore,179,7,0.354821,0.40352,12510.454493,0.193356
273c,Giulia Recli,Giulia Recli,1,Compositore attivo,179,8,0.309715,0.342075,0,0.037346
274c,Giuliani,Giuliani,55,Compositore attivo,64,8,0.217739,0.228343,67.779134,0.002409
275c,Giulio Caccini,Giulio Caccini,2,Compositore,51,8,0.295684,0.321337,206.946624,0.027856
276c,Giulio Confalonieri,Giulio Confalonieri,2,Compositore attivo,179,7,0.319656,0.346123,1946.416344,0.054901
277c,Giulio Viozzi,Giulio Viozzi,9,Compositore attivo,179,7,0.355867,0.401485,918.7346,0.178896
278c,Giuseppe Antonio Capuzzi,Giuseppe Antonio Capuzzi,1,Compositore,179,7,0.309764,0.340071,0,0.044168
279c,Giuseppe Martucci,Giuseppe Martucci,3,Compositore,179,8,0.305551,0.340186,2163.417597,0.054747
280c,Giuseppe Pietri,Giuseppe Pietri,11,Compositore,64,7,0.31548,0.336492,19056.764062,0.023501
281c,Giuseppe Sarti,Giuseppe Sarti,1,Compositore,304,0,0,0,0,0
282c,Giuseppe Tartini,Giuseppe Tartini,6,Compositore,179,7,0.353199,0.399208,3524.241322,0.200975
283c,Giuseppe Torelli,Giuseppe Torelli,3,Compositore,179,7,0.317137,0.35222,0,0.051342
284c,Giuseppe Verdi,Giuseppe Verdi,188,Compositore,179,6,0.386864,0.434541,64533.908392,0.261797
285c,Goffedro Petrassi,Goffedro Petrassi,21,Compositore attivo,179,6,0.373189,0.415235,9851.583234,0.247176
286c,Gorni Kramer,Gorni Kramer,230,Compositore attivo,290,8,0.223974,0.238472,3612.967764,0.004393
287c,G�sta Nystroem,G�sta Nystroem,1,Compositore attivo,179,8,0.322376,0.360088,0,0.067277
288c,Guido De Sabre,Guido De Sabre,1,Compositore attivo,92,7,0.260799,0.274252,8.065017,0.00666
289c,Guido Farina,Guido Farina,2,Compositore attivo,179,7,0.326296,0.355181,69.860045,0.083136
290c,Guido Pannain,Guido Pannain,2,Compositore attivo,179,7,0.313433,0.346132,0,0.044753
291c,Guido Turchi,Guido Turchi,16,Compositore attivo,179,7,0.319075,0.354775,137.51513,0.06417
292c,Guillaume Dufay,Guillaume Dufay,1,Compositore,51,8,0.291008,0.315017,0.558428,0.033989
293c,Guillaume Machaut,Guillaume Machaut,2,Compositore,51,8,0.266961,0.284765,0,0.014329
294c,Gulak Artemovsky,Gulak Artemovsky,1,Compositore,179,8,0.278066,0.298991,0,0.012268
295c,Gunnar de Frumerie,Gunnar de Frumerie,1,Compositore attivo,179,8,0.249516,0.26675,0,0.002756
296c,Gunther Schuller,Gunther Schuller,1,Compositore attivo,179,7,0.313636,0.344092,0,0.056475
297c,Gustav Mahler,Gustav Mahler,15,Compositore,179,7,0.341826,0.383023,2079.616001,0.129674
298c,Hanns Heisler,Hanns Heisler,103,Compositore attivo,273,7,0.252615,0.263752,845.069173,0.004057
300c,Hans Fieter Hosalla,Hans Fieter Hosalla,22,Compositore attivo,40,1,1,1,0,0.000474
301c,Hans Werner Henze,Hans Werner Henze,4,Compositore attivo,179,7,0.336468,0.371107,455.331332,0.108604
302c,Harry Belafonte,Harry Belafonte,4,Compositore attivo,102,1,1,1,0,0.000222
303c,Hector Berlioz,Hector Berlioz,15,Compositore,179,7,0.352041,0.391447,6276.120471,0.165919
304c,Heinrich Sch�tz,Heinrich Sch�tz,1,Compositore,179,8,0.293572,0.317679,0,0.016229
305c,Heitor Villa-Lobos,Heitor Villa-Lobos,1,Compositore,179,8,0.292949,0.321363,0.350145,0.023604
306c,Henk Badings,Henk Badings,2,Compositore attivo,179,7,0.311613,0.345695,37.987497,0.054898
307c,Henri Pousseur,Henri Pousseur,1,Compositore attivo,179,7,0.322645,0.352356,0,0.053279
308c,Henry Purcell,Henry Purcell,11,Compositore,179,7,0.352748,0.400975,5583.680106,0.182612
309c,Herman Severin Lovenskiold,Herman Severin Lovenskiold,7,Compositore,179,7,0.319022,0.347108,3.341396,0.057352
310c,Hugo Wolf,Hugo Wolf,4,Compositore,179,7,0.346485,0.388057,283.030529,0.14371
311c,Igor Stravinskij,Igor Stravinskij,81,Compositore attivo,179,6,0.404184,0.461948,59917.083058,0.590792
